,Time,Topic,Tweet,TrueSentiment,PredictedSentiment,NumericalPredictedSentiment,roundedHourTime
1233,10/19/2011 3:37,google,"RT @dulmandakh: #Google буузаа түүхийрүүлчихсэн, аврах аргагүй учир удахгүй хаана. би тэрнээс нь өмнө хаачихлаа.",neutral,neutral,0,10/19/2011 3:00
1234,10/19/2011 15:39,microsoft,A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF,neutral,neutral,0,10/19/2011 15:00
1235,10/15/2011 13:31,apple,"RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",negative,neutral,0,10/15/2011 13:00
1236,10/20/2011 3:53,twitter,Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook,neutral,neutral,0,10/20/2011 3:00
1237,10/19/2011 3:01,google,"#google #yahoo #bing Ballmer on Bing, Xbox, Apple...oh, and Yahoo, too http://t.co/CfHu4jBP #seo #serps",neutral,neutral,0,10/19/2011 3:00
1238,10/15/2011 23:06,apple,Never purchasing another item from @apple.,negative,neutral,0,10/15/2011 23:00
1239,10/17/2011 15:38,apple,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,neutral,0,10/17/2011 15:00
1240,10/20/2011 4:01,twitter,I think @SchwastySmack needs to cool her roll on her #twitter game.,neutral,neutral,0,10/20/2011 4:00
1241,10/17/2011 15:37,apple,👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple,neutral,neutral,0,10/17/2011 15:00
1242,10/19/2011 12:53,microsoft,#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs,negative,neutral,0,10/19/2011 12:00
1243,10/20/2011 3:28,twitter,Hoy definitivamente noche para la risa en #twitter,neutral,neutral,0,10/20/2011 3:00
1244,10/19/2011 16:49,microsoft,#Microsoft convierte en táctil a cualquier superficie [ #VIDEO ] http://t.co/mKNOVBUS,neutral,neutral,0,10/19/2011 16:00
1245,10/19/2011 4:46,microsoft,@ParadoxicalMike yes... our is under lock and key... we are guarded by the mighty #Microsoft.... unlike #google with it's androids,neutral,neutral,0,10/19/2011 4:00
1246,10/15/2011 21:59,apple,@apple why does #iPhone4 plus #iOS5 equal half the battery life?,negative,neutral,0,10/15/2011 21:00
1247,10/18/2011 10:45,apple,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative,neutral,0,10/18/2011 10:00
1248,10/19/2011 3:36,google,#google is my bff rite about now!,positive,neutral,0,10/19/2011 3:00
1249,10/20/2011 4:10,twitter,#twitter Off a dormir para no pensar en ti!,neutral,neutral,0,10/20/2011 4:00
1250,10/19/2011 13:16,microsoft,"I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.",negative,neutral,0,10/19/2011 13:00
1251,10/20/2011 3:34,twitter,I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/kIHs1HRm,neutral,neutral,0,10/20/2011 3:00
1252,10/20/2011 3:46,twitter,no entiendo como con lo ingenioso que soy en twitter tengo tan pocos followers. posta #demasiadoego #twitter #stevejobs,neutral,neutral,0,10/20/2011 3:00
1253,10/19/2011 5:41,google,#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google,positive,neutral,0,10/19/2011 5:00
1254,10/18/2011 12:56,apple,"@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?",neutral,neutral,0,10/18/2011 12:00
1255,10/19/2011 18:19,microsoft,"EIndelijk, #Google Ice Cream Sandwich. Goodbye #Microsoft and #Apple!",neutral,neutral,0,10/19/2011 18:00
1256,10/19/2011 20:09,microsoft,Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/IHKhqUQ8 #net #RRHH #empleo,neutral,neutral,0,10/19/2011 20:00
1257,10/19/2011 3:38,google,Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel,positive,neutral,0,10/19/2011 3:00
1258,10/19/2011 16:17,microsoft,"Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv",neutral,neutral,0,10/19/2011 16:00
1259,10/20/2011 4:18,twitter,@JhodeMrd1 pero siempre pones cosas como pa lee las lea ah? El debe de tener #twitter......Y si no lo es lo va hacer o ya fue tu novio??,neutral,neutral,0,10/20/2011 4:00
1260,10/18/2011 18:01,apple,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,neutral,0,10/18/2011 18:00
1261,10/19/2011 3:09,google,no dijeron si #ICS estara para el galaxy s1 T_T RT @AndrotekRD: #Pregunta...Pro y Contra del evento de #Google?,neutral,neutral,0,10/19/2011 3:00
1262,10/19/2011 3:06,google,dear #google & #samsung... learn some presentation 101 first. please.,negative,neutral,0,10/19/2011 3:00
1263,10/19/2011 4:02,microsoft,"Save ink by printing certain areas of your doc. Highlight the text, click Print, under Page Range tick ‘Selection’. #microsoft #word #office",neutral,neutral,0,10/19/2011 4:00
1264,10/19/2011 13:41,microsoft,ESTUDIO: #Microsoft vende más pese a alto precio http://t.co/FnFP1JWU,neutral,neutral,0,10/19/2011 13:00
1265,10/19/2011 5:05,microsoft,"Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity",neutral,neutral,0,10/19/2011 5:00
1266,10/17/2011 5:54,apple,"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app",neutral,neutral,0,10/17/2011 5:00
1267,10/19/2011 4:30,google,ملخص مؤتمر سامسونج وقوقل عن نظام اندرويد 4 الجديد http://t.co/enpWtGb4 #android  #android_ar  #google #samsung,neutral,neutral,0,10/19/2011 4:00
1268,10/19/2011 2:52,google,RT @g123k: #kikitoutdur devant ICS #google #nexusprime,neutral,neutral,0,10/19/2011 2:00
1269,10/18/2011 6:44,apple,I have 4 @Apple products...,neutral,neutral,0,10/18/2011 6:00
1270,10/20/2011 4:28,twitter,#goodmourning #twitter,neutral,neutral,0,10/20/2011 4:00
1271,10/20/2011 3:41,twitter,"Me acabo de dar cuenta que he pasado el #tuit numero 1000!!! 
#Twitter",neutral,neutral,0,10/20/2011 3:00
1272,10/19/2011 19:35,microsoft,If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE,positive,neutral,0,10/19/2011 19:00
1273,10/19/2011 14:22,microsoft,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” » http://t.co/pxHqdSav",neutral,neutral,0,10/19/2011 14:00
1274,10/19/2011 3:06,google,"Thank you for the laughs #Google, ""tapping my peepz"", white suit, face unlock fail, using an LED screen for a video cast. Love it anyway &lt;3",neutral,positive,1,10/19/2011 3:00
1275,10/15/2011 22:10,apple,"@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork",neutral,neutral,0,10/15/2011 22:00
1276,10/16/2011 18:40,apple,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,neutral,neutral,0,10/16/2011 18:00
1277,10/20/2011 3:18,twitter,"RT @Capo_Young: ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BU ...",neutral,positive,1,10/20/2011 3:00
1278,10/19/2011 2:43,google,RT @twandroid: Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime,neutral,neutral,0,10/19/2011 2:00
1279,10/19/2011 4:02,google,#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ,neutral,neutral,0,10/19/2011 4:00
1280,10/20/2011 4:23,twitter,Image update &gt;&gt; : AIDS ad campaign : use condoms -  http://t.co/qZqblIZB #funny #humour #twitter,neutral,neutral,0,10/20/2011 4:00
1281,10/16/2011 12:34,apple,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,neutral,0,10/16/2011 12:00
1282,10/20/2011 3:45,twitter,My #Twitter acting funnyyyyyyy....,negative,neutral,0,10/20/2011 3:00
1283,10/17/2011 15:05,apple,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple,neutral,neutral,0,10/17/2011 15:00
1284,10/18/2011 4:16,apple,Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,neutral,neutral,0,10/18/2011 4:00
1285,10/19/2011 11:35,microsoft,"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft",negative,neutral,0,10/19/2011 11:00
1286,10/15/2011 14:57,apple,"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. 
Car is sweet SYNC is #EpicFail",negative,neutral,0,10/15/2011 14:00
1287,10/19/2011 8:45,microsoft,#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft,neutral,neutral,0,10/19/2011 8:00
1288,10/19/2011 22:49,microsoft,"Сижу смотрю ""Живую сталь"", и тут внезапно... я вижу рекламу #microsoft http://t.co/vRfOSqtB",neutral,neutral,0,10/19/2011 22:00
1289,10/15/2011 12:23,apple,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple,neutral,neutral,0,10/15/2011 12:00
1290,10/19/2011 3:56,google,#Android #Google Android 4.0 (Ice Cream Sandwich) SDK and ADT 14 Released http://t.co/wG9xoNkg #DhilipSiva,neutral,neutral,0,10/19/2011 3:00
1291,10/16/2011 23:03,apple,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative,negative,-1,10/16/2011 23:00
1292,10/20/2011 3:52,twitter,@melkoff pues bienvenida vas a ver que pronto le encontraras sentido   es la onda el #twitter,neutral,neutral,0,10/20/2011 3:00
1293,10/20/2011 3:29,twitter,Hates facebook whores #twitter,neutral,negative,-1,10/20/2011 3:00
1294,10/17/2011 18:16,apple,@audrievv @apple You can still use  #MobileMe webhosting (with or without #iWeb) after converting to #iCloud.,neutral,neutral,0,10/17/2011 18:00
1295,10/19/2011 5:40,google,RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA,positive,neutral,0,10/19/2011 5:00
1296,10/20/2011 3:35,twitter,jajajajaja la @mignonmc  contandome un secretoo ii x el #twitter jajajaja,neutral,neutral,0,10/20/2011 3:00
1297,10/17/2011 12:52,apple,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri,neutral,neutral,0,10/17/2011 12:00
1298,10/19/2011 16:00,microsoft,Objetivo de las PC con #Windows de #Microsoft para estas vacaciones: “home honchos” y “media moderates” http://t.co/C1Nm8mHU,neutral,neutral,0,10/19/2011 16:00
1299,10/16/2011 20:10,apple,"Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL",neutral,neutral,0,10/16/2011 20:00
1300,10/20/2011 3:18,twitter,- My Cute Friend @MelodyBtcc Finally Got A #Twitter :),neutral,neutral,0,10/20/2011 3:00
1301,10/19/2011 13:00,microsoft,Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj,neutral,neutral,0,10/19/2011 13:00
1302,10/19/2011 20:49,microsoft,"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8",negative,neutral,0,10/19/2011 20:00
1303,10/20/2011 3:23,twitter,mm por q casi nadie sabe utilizar #TWITTER??,neutral,neutral,0,10/20/2011 3:00
1304,10/19/2011 22:57,microsoft,Los #DRM están construidos en el corazón de #Windows 7 » http://t.co/mBnHIHEk #microsoft #monopolio,neutral,neutral,0,10/19/2011 22:00
1305,10/19/2011 5:03,google,RT @MAGGadget: Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google,neutral,neutral,0,10/19/2011 5:00
1306,10/20/2011 4:25,twitter,@Bthompson16 if I was #toocool for #twitter then I wouldn't go on it and as a result my life would be boring so I don't think I am,neutral,neutral,0,10/20/2011 4:00
1307,10/18/2011 7:19,apple,@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7,neutral,neutral,0,10/18/2011 7:00
1308,10/20/2011 4:32,twitter,woke  up  dis  morning  so  i'm  stil  alive #twitter,neutral,neutral,0,10/20/2011 4:00
1309,10/20/2011 3:51,twitter,RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.,neutral,neutral,0,10/20/2011 3:00
1310,10/19/2011 20:21,microsoft,This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft,negative,neutral,0,10/19/2011 20:00
1311,10/19/2011 4:43,microsoft,Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP,neutral,neutral,0,10/19/2011 4:00
1312,10/19/2011 16:28,microsoft,Uff mucha expectación con el Plan Nacional :-): Qué prioridades tenemos como Pais? Plan Nacional: http://t.co/rumOPWl0 #microsoft,neutral,neutral,0,10/19/2011 16:00
1313,10/19/2011 14:51,microsoft,"#Polska #Apple #Torrent #Mac


Free Download!!!

#Microsoft Office 2011 Mac PL

http://t.co/t2iC4z3F",neutral,neutral,0,10/19/2011 14:00
1314,10/19/2011 10:45,microsoft,Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft,neutral,neutral,0,10/19/2011 10:00
1315,10/19/2011 11:32,microsoft,"RT @remcovandenhout: Meest comfortabele Touch area voor tablets, volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/yPeRGaf1",neutral,neutral,0,10/19/2011 11:00
1316,10/18/2011 20:40,apple,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,positive,neutral,0,10/18/2011 20:00
1317,10/17/2011 12:14,apple,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,neutral,neutral,0,10/17/2011 12:00
1318,10/20/2011 3:39,twitter,"Me acabo de dar cuenta que he pasado el #tuit numero 1000!!!
#Twitter",neutral,neutral,0,10/20/2011 3:00
1319,10/19/2011 5:41,google,#Google no compartirá las consultas de búsquedas con otros sitios web http://t.co/fNPiO6wz,neutral,neutral,0,10/19/2011 5:00
1320,10/18/2011 6:53,apple,fuck u @apple,negative,neutral,0,10/18/2011 6:00
1321,10/20/2011 3:34,twitter,What do u think of Location Lock's new #twitter #logo? Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle?,neutral,neutral,0,10/20/2011 3:00
1322,10/20/2011 4:01,twitter,@adictoTR solo pajas escribis en el #Twitter va jejee,neutral,neutral,0,10/20/2011 4:00
1323,10/20/2011 4:08,twitter,RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n,neutral,neutral,0,10/20/2011 4:00
1324,10/20/2011 3:28,twitter,El #twitter ha cambiado mi vida!,neutral,neutral,0,10/20/2011 3:00
1325,10/19/2011 2:45,google,Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime,neutral,neutral,0,10/19/2011 2:00
1326,10/16/2011 18:27,apple,"@Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion",neutral,neutral,0,10/16/2011 18:00
1327,10/19/2011 4:31,google,Lecture Notes in Financial Economics pdf ebook:  http://t.co/Ef8j77uj #google,neutral,neutral,0,10/19/2011 4:00
1328,10/19/2011 11:29,microsoft,"Meest comfortabele Touch area voor tablets, volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/ChwcvZLE",neutral,neutral,0,10/19/2011 11:00
1329,10/19/2011 20:47,microsoft,@akirareiko ¿Viste que ya html5.com no es de #Apple sino de #Microsoft?,neutral,neutral,0,10/19/2011 20:00
1330,10/19/2011 7:32,microsoft,#Microsoft's Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er,neutral,neutral,0,10/19/2011 7:00
1331,10/19/2011 18:02,microsoft,La visión de #Microsoft Research sobre el control táctil de dispositivos. http://t.co/zjlsx90P,neutral,neutral,0,10/19/2011 18:00
1332,10/20/2011 3:27,twitter,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 9,neutral,neutral,0,10/20/2011 3:00
1333,10/20/2011 4:04,twitter,A Dormiir Deskanseeeen sueñen & duermaan ricoo!! :) #Twitter OFF!!,neutral,neutral,0,10/20/2011 4:00
1334,10/20/2011 4:25,twitter,"Thank you, me too. Looking forward to reviewing your book @WarrenWhitlock #twitter #authors #socialmedia",neutral,neutral,0,10/20/2011 4:00
1335,10/19/2011 2:59,google,Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin,neutral,neutral,0,10/19/2011 2:00
1336,10/19/2011 15:45,microsoft,"Steve Ballmer: ""Android är komplicerat. WP7 är lätt"" http://t.co/6Kn1Ocgg #ios #microsoft #wp7",neutral,neutral,0,10/19/2011 15:00
1337,10/19/2011 18:15,microsoft,Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van deze co-creatie!,neutral,neutral,0,10/19/2011 18:00
1338,10/20/2011 3:58,twitter,RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @DrunkedOutTeezy,neutral,neutral,0,10/20/2011 3:00
1339,10/19/2011 3:47,google,"Google Reveals the Details of Android OS 4.0, Samsung Galaxy Nexus http://t.co/KyxuNP8I #google #android #samsung",neutral,neutral,0,10/19/2011 3:00
1340,10/19/2011 2:48,google,Panoramique implémenté :o #android #google #nexusprime &lt;3 j'ai envie du tel mnt,neutral,neutral,0,10/19/2011 2:00
1341,10/19/2011 4:43,google,#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova versão…,neutral,neutral,0,10/19/2011 4:00
1342,10/19/2011 16:58,microsoft,RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft,neutral,neutral,0,10/19/2011 16:00
1343,10/19/2011 14:14,microsoft,"Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin, Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft",neutral,neutral,0,10/19/2011 14:00
1344,10/19/2011 4:34,google,"RT @MarcDaley: #Samsung #Google announce new phone and then the #Apple #AppleStore goes down.

A little strange or am I reading too much ...",neutral,neutral,0,10/19/2011 4:00
1345,10/19/2011 2:49,google,On Google+ then go here http://t.co/86xwWN2d #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,neutral,0,10/19/2011 2:00
1346,10/18/2011 13:06,apple,@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,neutral,neutral,0,10/18/2011 13:00
1347,10/20/2011 3:42,twitter,coming back soon!!!! #twitter...,neutral,neutral,0,10/20/2011 3:00
1348,10/20/2011 4:29,twitter,"@Marlorific well, I feel great about being your first #twitter friend :)",neutral,neutral,0,10/20/2011 4:00
1349,10/16/2011 2:57,apple,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye,negative,neutral,0,10/16/2011 2:00
1350,10/19/2011 7:51,microsoft,#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted,negative,negative,-1,10/19/2011 7:00
1351,10/19/2011 16:43,microsoft,"I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr",negative,neutral,0,10/19/2011 16:00
1352,10/19/2011 2:35,google,The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,negative,neutral,0,10/19/2011 2:00
1353,10/18/2011 19:34,apple,It would be great If @Apple would send my new phone. #frustrated,negative,neutral,0,10/18/2011 19:00
1354,10/19/2011 17:47,microsoft,RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #Syste ...,neutral,neutral,0,10/19/2011 17:00
1355,10/20/2011 4:39,twitter,"- La vida es Corta por lo Tanto: Besa Poco a Poco, Rie Locamente, Ama de Verdad y Perdona Rapidamente! - ..

GoodNight #fb & #twitter :) ...",neutral,positive,1,10/20/2011 4:00
1356,10/19/2011 4:34,google,@SERGIOapple incluso si usas #Google #Chrome hay una App. Y al igual es mas practica pero es para el navegador,neutral,neutral,0,10/19/2011 4:00
1357,10/19/2011 5:42,google,AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads,neutral,neutral,0,10/19/2011 5:00
1358,10/18/2011 0:42,apple,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,neutral,0,10/18/2011 0:00
1359,10/19/2011 2:42,google,Ice cream Sandwich looks awesome #Google #ICS.,positive,neutral,0,10/19/2011 2:00
1360,10/16/2011 16:51,apple,Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb,neutral,neutral,0,10/16/2011 16:00
1361,10/19/2011 16:10,microsoft,"RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm  Cool but  no sound",positive,neutral,0,10/19/2011 16:00
1362,10/19/2011 2:27,google,Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning,neutral,neutral,0,10/19/2011 2:00
1363,10/15/2011 23:32,apple,Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags,neutral,neutral,0,10/15/2011 23:00
1364,10/20/2011 3:44,twitter,@ArmiiBunbury :OO no sabia que tenias #twitter ;) followme & me das followback vale ;),neutral,neutral,0,10/20/2011 3:00
1365,10/19/2011 5:07,google,#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS,neutral,neutral,0,10/19/2011 5:00
1366,10/20/2011 3:53,twitter,tava fazendo o #twitter da minha irmã kkk,neutral,neutral,0,10/20/2011 3:00
1367,10/19/2011 3:08,google,So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!,positive,neutral,0,10/19/2011 3:00
1368,10/20/2011 4:28,twitter,"#Twitter must be sharing, caring, interacting, socializing...Don&#39;t K+ does who ignore you...Give  a K+ to thise who truly are #social",neutral,neutral,0,10/20/2011 4:00
1369,10/19/2011 18:17,microsoft,#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft,neutral,neutral,0,10/19/2011 18:00
1370,10/19/2011 5:27,google,#GOOGLE me if u dnt understand me Ơ̴̴͡.̮Ơ̴̴̴͡,neutral,neutral,0,10/19/2011 5:00
1371,10/16/2011 19:55,apple,@Apple can suck my dick gotta restore my ipad #annoyed,negative,negative,-1,10/16/2011 19:00
1372,10/19/2011 4:44,google,http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF,positive,neutral,0,10/19/2011 4:00
1373,10/19/2011 5:19,google,"#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk",neutral,neutral,0,10/19/2011 5:00
1374,10/20/2011 4:19,twitter,Buenas noches a todos #Twitter off,neutral,neutral,0,10/20/2011 4:00
1375,10/20/2011 4:46,twitter,Epa!... Pa' los que estamos estrenando #twitter @RogerAlexiis jajaja  ✔,neutral,neutral,0,10/20/2011 4:00
1376,10/19/2011 10:59,microsoft,"Two more hours for SALE!!

http://t.co/VqueOskE #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new",neutral,neutral,0,10/19/2011 10:00
1377,10/19/2011 15:08,microsoft,"RT @SymonPerriman: Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher!  ...",neutral,neutral,0,10/19/2011 15:00
1378,10/19/2011 3:15,google,#google 话，丫的只有你 #apple 会抄么，俺一样会抄。天下一大抄。,neutral,neutral,0,10/19/2011 3:00
1379,10/16/2011 15:50,apple,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),negative,negative,-1,10/16/2011 15:00
1380,10/19/2011 13:48,microsoft,FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR,neutral,neutral,0,10/19/2011 13:00
1381,10/19/2011 5:09,google,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,positive,positive,1,10/19/2011 5:00
1382,10/17/2011 12:53,apple,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?",neutral,neutral,0,10/17/2011 12:00
1383,10/19/2011 21:20,microsoft,#Microsoft lanza sitio oficial de #Skype http://t.co/SioUrqUi desde #Tegnologia,neutral,neutral,0,10/19/2011 21:00
1384,10/19/2011 4:35,google,"El nuevo Samsung Galaxy NEXUS, tiene Desbloqueo del teléfono por reconocimiento facial!!!! | Impresionante #IceCreamSandwich #google",neutral,neutral,0,10/19/2011 4:00
1385,10/19/2011 8:33,microsoft,Management-Tool aus der Cloud: #Microsoft erweitert #Intune um Softwareverteilung und Remote Task http://t.co/b43OHRlQ @windows,neutral,neutral,0,10/19/2011 8:00
1386,10/19/2011 12:45,microsoft,Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice,neutral,neutral,0,10/19/2011 12:00
1387,10/19/2011 14:56,microsoft,Hoe is het zover kunnen komen: #microsoft stuurt mij nieuwsbrieven waar outlook van vastloopt ^o) #newsletters,neutral,neutral,0,10/19/2011 14:00
1388,10/20/2011 4:44,twitter,Why do I always blow up #twitter at like 1am? #sorryfollowers,neutral,neutral,0,10/20/2011 4:00
1389,10/19/2011 2:52,google,"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google",positive,neutral,0,10/19/2011 2:00
1390,10/20/2011 4:22,twitter,RT @Lecko_alx: My #twitter age is 2 years 94 days 1 hour 40 minutes 33 seconds. Find out yours at http://t.co/spItzFcx #twittertime,neutral,neutral,0,10/20/2011 4:00
1391,10/20/2011 3:19,twitter,@science_alex hashtags are used here #twitter&gt;facebook,positive,neutral,0,10/20/2011 3:00
1392,10/18/2011 2:23,apple,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!,negative,neutral,0,10/18/2011 2:00
1393,10/17/2011 5:04,apple,Thanks @apple for an OS update that has only succesfully bricked my iPod.,negative,neutral,0,10/17/2011 5:00
1394,10/20/2011 4:05,twitter,Shout out to all the single mothers on #Twitter,neutral,neutral,0,10/20/2011 4:00
1395,10/19/2011 15:14,microsoft,"Directivos de #Google, #Microsoft o #IBM reflexionarán sobre cómo vender más utilizando las nuevas tecnologías http://t.co/5ogXhe52",neutral,neutral,0,10/19/2011 15:00
1396,10/20/2011 3:08,twitter,@ppmorraz hahaha esos chistes de #ninel se han vuelto famosos en #twitter,neutral,neutral,0,10/20/2011 3:00
